"r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","partial_r2_interaction","cohens_f_interaction"
0.243963636761225,0.188643902865705,9.77214247959866,4.41006526209957,0.00888083314465118,3,-164.336807490916,338.673614981832,347.706927430684,3915.28551430464,41,45,0.0040367890957386,0.073071275429709
