"scenario","n_low","n_high","mean_low","mean_high","mean_diff","t_value","df","p_value","ci_low","ci_high","hedges_g"
"feelings_youalone",35,10,-20.8857142857143,-9.5,11.3857142857143,2.29100619769095,11.4479174003772,0.0418337990373309,0.499371678874864,22.2720568925537,1.00227214065335
"feelings_bothyoufirst",35,10,6.62857142857143,12.1,5.47142857142857,1.17151350131147,17.1598978376312,0.257402692871048,-4.37524986710034,15.3181070099575,0.372447543593233
"feelings_themalone",35,10,-4.2,-10.2,-6,-0.953275151534556,13.8222470691862,0.356824973039412,-19.515786259474,7.51578625947401,-0.34902885483535
"feelings_boththemfirst",35,10,17.5428571428571,17,-0.542857142857144,-0.118928931840232,12.8339749225488,0.907173035365439,-10.416952758248,9.3312384725337,-0.0463119680554211
"feelings_neither",35,10,-15.4,-10.8,4.6,0.940248572844554,11.5654239960067,0.366313931167091,-6.10404959972364,15.3040495997236,0.406531737131588
"feelings_youaloneforgiven",35,10,-15.6571428571429,-7.8,7.85714285714285,1.40278607127717,14.3307287806784,0.181972933726012,-4.13006053681432,19.8443462511,0.4998921112733
